#,Age,City,College,Conference,Division,Exp.,Ht.,Name,Pos.,Team,Team Logo,Team Roster,Wt.
69,,"Kansas City, MO",Texas-Permian Basin,AFC,AFC-West,R,6-5,"Brooks, Corin",OL,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,300
7,,"Kansas City, MO",Hawaii,AFC,AFC-West,R,6-4,"Kemp, Marcus",WR,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,185
72,,"Denver, CO",Utah,AFC,AFC-West,R,6-5,"Bolles, Garett",OT,Broncos,https://cpt.azureedge.net/NFLTeamImages/broncos.png,http://www.denverbroncos.com/team/roster.html,297
78,,"Houston, TX",Charleston Southern,AFC,AFC-South,R,6-3,"Austell, Erik",C,Texans,https://cpt.azureedge.net/NFLTeamImages/texans.png,http://www.houstontexans.com/team/roster.html,300
85,,"Kansas City, MO",Auburn,AFC,AFC-West,R,6-4,"Stevens, Tony",WR,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,198
87,,"Buffalo, NY",Nebraska,AFC,AFC-East,R,6-2,"Reilly, Brandon",WR,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,200
87,,"Seattle, WA",Western Kentucky,NFC,NFC-West,R,6-6,"Donatell, Stevie",TE,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,241
89,,"Buffalo, NY",Louisville,AFC,AFC-East,R,6-5,"Towbridge, Keith",TE,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,262
93,,"Buffalo, NY",Virginia Tech,AFC,AFC-East,R,6-2,"Williams, Nigel",DT,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,297
97,,"New Orleans, LA",Miami (Fla.),NFC,NFC-South,R,6-4,"Muhammad, Al-Quadin",DE,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,250
69,0,"Dallas, TX",Colorado,NFC,NFC-East,R,6-3,"Carrell, Jordan",DT,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,300
10,20,"Charlotte, NC",Ohio St.,NFC,NFC-South,R,5-11,"Samuel, Curtis",WR,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,195
19,20,"Pittsburg, PA",USC,AFC,AFC-North,R,6-1,"Smith-Schuster, JuJu",WR,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,215
28,20,"Cincinnati, OH",Oklahoma,AFC,AFC-North,R,6-1,"Mixon, Joe",RB,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,228
29,20,"Baltimore, MD",Alabama,AFC,AFC-North,R,6-0,"Humphrey, Marlon",CB,Ravens,https://cpt.azureedge.net/NFLTeamImages/ravenss.png,http://www.baltimoreravens.com/team/roster.html,197
31,20,"Indianapolis, IN",Florida,AFC,AFC-South,0,6-1,"Wilson, Quincy",CB,Colts,https://cpt.azureedge.net/NFLTeamImages/colts.png,http://www.colts.com/team/roster.html,213
43,20,"New Orleans, LA",Utah,NFC,NFC-South,R,6-1,"Williams, Marcus",S,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,195
52,20,"Miami, FL",Ohio St.,AFC,AFC-East,R,6-2,"McMillan, Raekwon",LB,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,243
94,20,"Seattle, WA",Michigan State,NFC,NFC-West,R,6-6,"McDowell, Malik",DT,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,299
96,20,"Philadelphia, PA",Tennessee,NFC,NFC-East,R,6-3,"Barnett, Derek",DE,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,259
11,21,"Minneapolis , MN",Ole Miss,NFC,NFC-North,0,6-2,"Treadwell, Laquon",WR,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,215
12,21,"St. Louis, MO",Northwestern State,NFC,NFC-West,R,5-8,"Ryan, Shakeir",WR,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,169
12,21,"Tampa, FL",Penn State,NFC,NFC-South,R,6-1,"Godwin, Chris",WR,Buccaneers,https://cpt.azureedge.net/NFLTeamImages/bucs.png,http://www.buccaneers.com/team-and-stats/roster.html,205
15,21,"Kansas City, MO",Texas Tech,AFC,AFC-West,R,6-3,"Mahomes, Patrick",QB,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,230
15,21,"Miami, FL",Virginia Tech,AFC,AFC-East,R,6-2,"Ford, Isaiah",WR,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,198
19,21,"Green Bay, WI",Louisiana State,NFC,NFC-North,R,6-2,"Dupre, Malachi",WR,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,196
2,21,"Miami, FL",Georgia,AFC,AFC-East,R,6-0,"Smith, Maurice",S,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,195
2,21,"Oakland, CA",Ohio State,AFC,AFC-West,R,6-0,"Conley, Gareon",CB,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,195
21,21,"Dallas, TX",Ohio State,NFC,NFC-East,2,6-0,"Elliott, Ezekiel",RB,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,225
21,21,"Tampa, FL",Texas A&M,NFC,NFC-South,R,6-1,"Evans, Justin",S,Buccaneers,https://cpt.azureedge.net/NFLTeamImages/bucs.png,http://www.buccaneers.com/team-and-stats/roster.html,195
22,21,"Atlanta, GA",Florida,NFC,NFC-South,2,6-0,"Neal, Keanu",S,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,211
22,21,"Charlotte, NC",Stanford,NFC,NFC-South,R,5-11,"McCaffrey, Christian",RB,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,205
22,21,"Philadelphia, PA",Washington,NFC,NFC-East,R,6-0,"Jones, Sidney",CB,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,181
24,21,"East Rutherford, NJ",Ohio State,NFC,NFC-East,2,6-1,"Apple, Eli",CB,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,199
25,21,"Dallas, TX",Louisiana Tech,NFC,NFC-East,R,5-11,"Woods, Xavier",S,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,205
25,21,"Indianapolis, IN",South Florida,AFC,AFC-South,0,6-0,"Mack, Marlon",RB,Colts,https://cpt.azureedge.net/NFLTeamImages/colts.png,http://www.colts.com/team/roster.html,210
25,21,"Nashville, TN",Southern California,AFC,AFC-South,R,5-11,"Jackson, Adoree'",CB,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,185
26,21,"Seattle, WA",Central Florida,NFC,NFC-West,R,6-1,"Griffin, Shaquill",CB,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,198
27,21,"Dallas, TX",Michigan,NFC,NFC-East,R,5-10,"Lewis, Jourdan",CB,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,170
27,21,"Houston, TX",Texas,AFC,AFC-South,R,6-1,"Foreman, D'Onta",RB,Texans,https://cpt.azureedge.net/NFLTeamImages/texans.png,http://www.houstontexans.com/team/roster.html,233
27,21,"Kansas City, MO",Toledo,AFC,AFC-West,R,5-11,"Hunt, Kareem",RB,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,208
29,21,"Chicago, IL",North Carolina A&T,NFC,NFC-North,R,5-6,"Cohen, Tarik",RB,Bears,https://cpt.azureedge.net/NFLTeamImages/bears.png,http://www.chicagobears.com/team/roster.html,179
29,21,"Foxboro, MA",Central Florida,AFC,AFC-East,R,6-0,"Killings, D.J.",DB,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,185
29,21,"Indianapolis, IN",Ohio St.,AFC,AFC-South,R,6-2,"Hooker, Malik",S,Colts,https://cpt.azureedge.net/NFLTeamImages/colts.png,http://www.colts.com/team/roster.html,205
30,21,"Detroit, MI",Florida,NFC,NFC-North,R,6-0,"Tabor, Teez",CB,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,201
30,21,"Washington, DC",USC,NFC,NFC-East,2,6-1,"Cravens, Su'a",S,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,244
31,21,"East Rutherford, NJ",Clemson,NFC,NFC-East,R,6-1,"Johnson, Jadar",DB,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,181
31,21,"Oakland, CA",Duke,AFC,AFC-West,R,6-0,"Borders, Breon",CB,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,189
32,21,"Charlotte, NC",Notre Dame,NFC,NFC-South,R,5-11,"Luke, Cole",CB,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,200
32,21,"Philadelphia, PA",West Virginia,NFC,NFC-East,R,6-2,"Douglas, Rasul",CB,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,209
32W,21,"Washington, DC",Oklahoma,NFC,NFC-East,R,5-11,"Perine, Samaje",RB,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,236
33,21,"Minneapolis , MN",Florida State,NFC,NFC-North,0,5-11,"Cook, Dalvin",RB,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,213
33,21,"San Francisco, CA",Louisiana State,NFC,NFC-West,2,6-1,"Robinson, Rashard",CB,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,177
33,21,"Tampa, FL",Boise State,NFC,NFC-South,R,5-9,"McNichols, Jeremy",RB,Buccaneers,https://cpt.azureedge.net/NFLTeamImages/bucs.png,http://www.buccaneers.com/team-and-stats/roster.html,214
34,21,"Cincinnati, OH",Kentucky,AFC,AFC-North,R,5-8,"Williams, Stanley",HB,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,196
34,21,"Dallas, TX",Temple,NFC,NFC-East,R,5-10,"Thomas, Jahad",RB,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,190
34,21,"New Orleans, LA",Ohio State,NFC,NFC-South,R,6-0,"Lattimore, Marshon",CB,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,192
34,21,"Oakland, CA",North Carolina,AFC,AFC-West,R,6-0,"Hood, Elijah",RB,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,220
34R,21,"Washington, DC",Michigan State,NFC,NFC-East,R,6-2,"Nicholson, Montae",S,Redskins,https://cpt.azureedge.net/NFLTeamImages/redskins.png,http://www.redskins.com/team/roster.html,216
35,21,"Cleveland, OH",Houston,AFC,AFC-North,R,6-0,"Wilson, Howard",DB,Browns,https://cpt.azureedge.net/NFLTeamImages/browns.png,http://www.clevelandbrowns.com/team/roster.html,184
35,21,"Oakland, CA",Greenville,AFC,AFC-West,R,6-0,"Morrow, Nicholas",LB,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,216
36,21,"Glendale, AZ",Washington,NFC,NFC-West,R,5-10,"Baker, Budda",S,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,195
36,21,"Houston, TX",San Diego State,AFC,AFC-South,R,6-0,"Smith, Malik",S,Texans,https://cpt.azureedge.net/NFLTeamImages/texans.png,http://www.houstontexans.com/team/roster.html,190
38,21,"Atlanta, GA",Wyoming,NFC,NFC-South,R,"6'1""","Hill, Brian",RB,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,219
39,21,"Minneapolis , MN",North Carolina State,NFC,NFC-North,0,6-0,"Tocho, Jack",S,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,202
39,21,"Pittsburg, PA",Pittsburgh,AFC,AFC-North,R,5-10,"Webb, Terrish",S,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,190
4,21,"Houston, TX",Clemson,AFC,AFC-South,R,6-2,"Watson, Deshaun",QB,Texans,https://cpt.azureedge.net/NFLTeamImages/texans.png,http://www.houstontexans.com/team/roster.html,221
4,21,"Philadelphia, PA",Houston,NFC,NFC-East,R,5-11,"Ward, Greg",WR,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,186
4,21,"San Diego, CA",Wake Forest,AFC,AFC-West,R,6-0,"Watson, Brad",CB,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,200
40,21,"Kansas City, MO",Indiana,AFC,AFC-West,R,5-8,"Redding, Devine",RB,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,205
41,21,"New Orleans, LA",Tennessee,NFC,NFC-South,R,5-10,"Kamara, Alvin",RB,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,215
42,21,"Foxboro, MA",Valdosta State,AFC,AFC-East,R,5-9,"Moore, Kenny",DB,Patriots,https://cpt.azureedge.net/NFLTeamImages/patriots.png,http://www.patriots.com/team/roster,179
42,21,"St. Louis, MO",Southern California,NFC,NFC-West,R,6-1,"Davis, Justin",RB,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,198
43,21,"St. Louis, MO",Boston College,NFC,NFC-West,R,6-1,"Johnson, John",S,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,204
44,21,"Jacksonville, FK",UCLA,AFC,AFC-South,2,6-1,"Jack, Myles",LB,Jaguars,https://cpt.azureedge.net/NFLTeamImages/jaguars.png,http://www.jaguars.com/team/roster.html,244
44,21,"Minneapolis , MN",Nebraska,NFC,NFC-North,0,5-10,"Newby, Terrell",RB,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,200
44,21,"Seattle, WA",Michigan,NFC,NFC-West,R,6-1,"Hill, Delano",SS,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,216
46,21,"Denver, CO",Memphis,AFC,AFC-West,R,6-1,"Nelson, Dontrell",CB,Broncos,https://cpt.azureedge.net/NFLTeamImages/broncos.png,http://www.denverbroncos.com/team/roster.html,180
49,21,"Chicago, IL",Minnesota,NFC,NFC-North,R,6-5,"Ekpe, Hendrick",LB,Bears,https://cpt.azureedge.net/NFLTeamImages/bears.png,http://www.chicagobears.com/team/roster.html,251
49,21,"Cleveland, OH",Colorado,AFC,AFC-North,R,6-0,"Olugbode, Kenneth",LB,Browns,https://cpt.azureedge.net/NFLTeamImages/browns.png,http://www.clevelandbrowns.com/team/roster.html,222
50,21,"Indianapolis, IN",Northwestern,AFC,AFC-South,0,6-1,"Walker, Anthony",LB,Colts,https://cpt.azureedge.net/NFLTeamImages/colts.png,http://www.colts.com/team/roster.html,245
54,21,"Dallas, TX",Notre Dame,NFC,NFC-East,1,6-2,"Smith, Jaylon",LB,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,240
55,21,"Oakland, CA",Wake Forest,AFC,AFC-West,R,6-3,"Lee, Marquel",LB,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,240
56,21,"Minneapolis , MN",Kansas State,NFC,NFC-North,0,6-2,"Lee, Elijah",LB,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,229
56,21,"Oakland, CA",Arkansas State,AFC,AFC-West,R,6-1,"Woodson-Luster, Xavier",LB,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,219
58,21,"Cincinnati, OH",Auburn,AFC,AFC-North,R,6-2,"Lawson, Carl",LB,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,261
6,21,"San Francisco, CA",Eastern Washington,NFC,NFC-West,R,6-1,"Bourne, Kendrick",WR,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,203
63,21,"New Orleans, LA",Southern Mississippi,NFC,NFC-South,R,6-4,"Tom, Cameron",C,Saints,https://cpt.azureedge.net/NFLTeamImages/saints.png,http://www.neworleanssaints.com/team/roster.html,287
64,21,"Pittsburg, PA",Indiana (PA),AFC,AFC-North,R,6-2,"Cooper, Ethan",G,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,322
7,21,"Charlotte, NC",Georgia Tech,NFC,NFC-South,R,6-4,"Butker, Harrison",K,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,205
70,21,"St. Louis, MO",Ohio,NFC,NFC-West,R,6-3,"Sayles, Casey",DT,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,289
71,21,"Miami, FL",Virginia,AFC,AFC-East,R,6-5,"Smith, Eric",T,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,300
71,21,"Oakland, CA",Florida,AFC,AFC-West,R,6-6,"Sharpe, David",T,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,357
74,21,"Charlotte, NC",Texas A&M,NFC,NFC-South,R,6-5,"Hall, Daeshon",DE,Panthers,https://cpt.azureedge.net/NFLTeamImages/panthers.png,http://www.panthers.com/team/roster.html,265
74,21,"Jacksonville, FK",Alabama,AFC,AFC-South,R,6-6,"Robinson, Cam",OL,Jaguars,https://cpt.azureedge.net/NFLTeamImages/jaguars.png,http://www.jaguars.com/team/roster.html,320
74,21,"Philadelphia, PA",Richmond,NFC,NFC-East,R,6-4,"Craig, Winston",DT,Eagles,https://cpt.azureedge.net/NFLTeamImages/eagles.png,http://www.philadelphiaeagles.com/team/roster.html,290
78,21,"Cleveland, OH",Florida St.,AFC,AFC-North,R,6-6,"Johnson, Rod",OL,Browns,https://cpt.azureedge.net/NFLTeamImages/browns.png,http://www.clevelandbrowns.com/team/roster.html,300
78,21,"East Rutherford, NJ",Notre Dame,NFC,NFC-East,2,6-5,"Okwara, Romeo",DE,Giants,https://cpt.azureedge.net/NFLTeamImages/giants.png,http://www.giants.com/team/roster.html,275
79,21,"Seattle, WA",LSU,NFC,NFC-West,R,6-6,"Pocic, Ethan",G/T,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,317
8,21,"Detroit, MI",Miami,NFC,NFC-North,R,6-4,"Kaaya, Brad",QB,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,215
8,21,"East Rutherford, NJ",Baylor,AFC,AFC-East,R,5-11,"Cannon, KD",WR,Jets,https://cpt.azureedge.net/NFLTeamImages/jets.png,http://www.newyorkjets.com/team/roster.html,182
8,21,"Oakland, CA",Baylor,AFC,AFC-West,R,6-3,"Zamora, Ishmael",WR,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,224
80,21,"Cincinnati, OH",Tennessee,AFC,AFC-North,R,6-3,"Malone, Josh",WR,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,208
80,21,"Denver, CO",Michigan,AFC,AFC-West,R,6-6,"Butt, Jake",TE,Broncos,https://cpt.azureedge.net/NFLTeamImages/broncos.png,http://www.denverbroncos.com/team/roster.html,250
81,21,"Nashville, TN",North Carolina State,AFC,AFC-South,R,5-11,"Cherry, Bra'Lon",WR,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,188
84,21,"Minneapolis , MN",Virginia Tech,NFC,NFC-North,0,6-6,"Hodges, Bucky",TE,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,257
85,21,"Dallas, TX",Ohio State,NFC,NFC-East,R,6-2,"Brown, Noah",WR,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,222
87,21,"Nashville, TN",Florida International,AFC,AFC-South,R,6-3,"Smith, Jonnu",TE,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,248
89,21,"East Rutherford, NJ",Ohio State,AFC,AFC-East,2,5-10,"Marshall, Jalin",WR,Jets,https://cpt.azureedge.net/NFLTeamImages/jets.png,http://www.newyorkjets.com/team/roster.html,200
89,21,"Green Bay, WI",Marshall,NFC,NFC-North,R,6-6,"Clark, Michael",WR,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,217
94,21,"San Francisco, CA",Stanford,NFC,NFC-West,R,6-3,"Thomas, Solomon",DL,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,273
95,21,"Cleveland, OH",Texas A&M,AFC,AFC-North,R,6-4,"Garrett, Myles",DL,Browns,https://cpt.azureedge.net/NFLTeamImages/browns.png,http://www.clevelandbrowns.com/team/roster.html,272
97,21,"Green Bay, WI",UCLA,NFC,NFC-North,2,6-3,"Clark, Kenny",DT,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,314
98,21,"Atlanta, GA",UCLA,NFC,NFC-South,R,"6'4""","McKinley, Takkarist",DE,Falcons,https://cpt.azureedge.net/NFLTeamImages/falcons.png,http://www.atlantafalcons.com/team/player-roster.html,230
99,21,"San Diego, CA",Ohio State,AFC,AFC-West,2,6-5,"Bosa, Joey",DE,Chargers,https://cpt.azureedge.net/NFLTeamImages/chargers.png,http://www.chargers.com/team/roster,280
1,22,"Green Bay, WI",Brigham Young,NFC,NFC-North,R,6-0,"Pearson, Colby",WR,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,194
1,22,"San Francisco, CA",Oregon State,NFC,NFC-West,R,5-8,"Bolden Jr., Victor",WR,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,178
1,22,"San Francisco, CA",Southern Mississippi,NFC,NFC-West,R,6-1,"Mullens, Nick",QB,49ers,https://cpt.azureedge.net/NFLTeamImages/49ers.png,http://www.49ers.com/team/roster.html,187
10,22,"Chicago, IL",North Carolina,NFC,NFC-North,R,6-3,"Trubisky, Mitch",QB,Bears,https://cpt.azureedge.net/NFLTeamImages/bears.png,http://www.chicagobears.com/team/roster.html,220
10,22,"Dallas, TX",North Carolina,NFC,NFC-East,R,5-10,"Switzer, Ryan",WR,Cowboys,https://cpt.azureedge.net/NFLTeamImages/cowboys.png,http://www.dallascowboys.com/team/roster,181
10,22,"St. Louis, MO",South Carolina,NFC,NFC-West,2,5-11,"Cooper, Pharoh",WR,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,207
11,22,"Buffalo, NY",East Carolina,AFC,AFC-East,R,6-2,"Jones, Zay",WR,Bills,https://cpt.azureedge.net/NFLTeamImages/bills.png,http://www.buffalobills.com/team/roster.html,200
11,22,"Seattle, WA",California,NFC,NFC-West,2,6-2,"Lawler, Kenny",WR,Seahawks,https://cpt.azureedge.net/NFLTeamImages/seahawks.png,http://www.seahawks.com/team/roster,203
12,22,"Detroit, MI",Connecticut,NFC,NFC-North,R,6-1,"Thomas, Noel",WR,Lions,https://cpt.azureedge.net/NFLTeamImages/lions.png,http://www.detroitlions.com/team/roster.html,200
12,22,"Minneapolis , MN",South Florida,NFC,NFC-North,0,6-1,"Adams, Rodney",WR,Vikings,https://cpt.azureedge.net/NFLTeamImages/vikings.png,http://www.vikings.com/team/roster.html,189
12,22,"Nashville, TN",Louisville,AFC,AFC-South,R,6-1,"Pascascio, Giovanni",WR,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,195
13,22,"Nashville, TN",Western Kentucky,AFC,AFC-South,R,5-11,"Taylor, Taywan",WR,Titans,https://cpt.azureedge.net/NFLTeamImages/titans.png,http://www.titansonline.com/team/roster.html,203
13,22,"St. Louis, MO",Tennessee,NFC,NFC-West,1,6-3,"North, Marquez",WR,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,230
14,22,"Kansas City, MO",Florida,AFC,AFC-West,2,6-1,"Robinson, Demarcus",WR,Chiefs,https://cpt.azureedge.net/NFLTeamImages/chiefs.png,http://www.chiefs.com/team/roster.html,203
14,22,"Oakland, CA",Arkansas,AFC,AFC-West,R,6-1,"Hatcher, Keon",WR,Raiders,https://cpt.azureedge.net/NFLTeamImages/raiders.png,http://www.raiders.com/team/roster.html,212
15,22,"Cincinnati, OH",Washington,AFC,AFC-North,R,5-11,"Ross, John",WR,Bengals,https://cpt.azureedge.net/NFLTeamImages/bengals.png,http://www.bengals.com/team/roster.html,188
15,22,"Pittsburg, PA",Houston,AFC,AFC-North,1,5-9,"Ayers, Demarcus",WR,Steelers,https://cpt.azureedge.net/NFLTeamImages/steelers.png,http://www.steelers.com/team/roster.html,190
16,22,"Glendale, AZ",Grambling State,NFC,NFC-West,R,6-1,"Williams, Chad",WR,Cardinals,https://cpt.azureedge.net/NFLTeamImages/cardinals.png,http://www.azcardinals.com/roster/player-roster.html,204
16,22,"Green Bay, WI",Purdue,NFC,NFC-North,R,6-1,"Yancey, DeAngelo",WR,Packers,https://cpt.azureedge.net/NFLTeamImages/packers.png,http://www.packers.com/team/players.html,220
16,22,"Miami, FL",Arizona State,AFC,AFC-East,R,6-1,"Haack, Matt",P,Dolphins,https://cpt.azureedge.net/NFLTeamImages/dolphins.png,http://www.miamidolphins.com/team/player-roster.html,185
16,22,"St. Louis, MO",California,NFC,NFC-West,2,6-4,"Goff, Jared",QB,Rams,https://cpt.azureedge.net/NFLTeamImages/rams.png,http://www.therams.com/team/roster.html,223
